file,href
Preparations for Old Age and Well-Being in Later Life in Thailand: Gender Matters?,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046707176&origin=inward
Clinicopathological features and outcomes of pythiosis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046663889&origin=inward
Oral diseases associated with condition-specific oral health-related quality of life and school performance of Thai primary school children: A hierarchical approach,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046663530&origin=inward
Captive breeding reveals larval performance and adult body size differences between two geographical populations of the stag beetle Aegus chelifer chelifer (Coleoptera: Lucanidae),https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046641997&origin=inward
"PCR-reverse dot blot of the nucleotide signature sequences of matK for the identification of Mitragyna speciosa, a narcotic species",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046640786&origin=inward
Development and psychometrics of a short-form pharmaceutical care-specific measure for quality of life,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046638544&origin=inward
Irradiation provided by dental radiological procedures in a pediatric population,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046351656&origin=inward
Topical drug delivery to the posterior segment of the eye: Dexamethasone concentrations in various eye tissues after topical administration for up to 15 days to rabbits,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046105873&origin=inward
An assessment of the longevity of samarium cobalt trioxide perovskite catalyst during the conversion of greenhouse gases into syngas,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046041398&origin=inward
miR-302a-3p regulates RANKL expression in human mandibular osteoblast-like cells,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045904555&origin=inward
Relaxation Effect on Intrapore Diffusivities of Highly Charged Colloidal Particles Confined in Porous Membranes,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045846918&origin=inward
Age estimation methods using hand and wrist radiographs in a group of contemporary Thais,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045843942&origin=inward
Salicylaldimine-functionalized poly(m-phenyleneethynylene) as turn-on chemosensor for ferric ion,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045834409&origin=inward
Autochthonous lactic acid bacteria isolated from pig faeces in Thailand show probiotic properties and antibacterial activity against enteric pathogenic bacteria,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045732767&origin=inward
Design of multi-grip patterns prosthetic hand with single actuator,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045732036&origin=inward
Gas Gangrene of Malignant Mixed Mullerian Tumor of Ovary Caused by Clostridium perfringens,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045700441&origin=inward
Characteristics of authentic self-esteem of violent juvenile delinquents in Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045584091&origin=inward
Hybrid transdermal drug delivery patch made from poly(p-phenylene vinylene)/natural rubber latex and controlled by an electric field,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045281768&origin=inward
Melissopalynological analysis of stingless bee (Tetragonula pagdeni) honey in Eastern Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045273718&origin=inward
Impact of non-invasive follicular thyroid neoplasm with papillary-like nuclear features on the Bethesda system for reporting thyroid cytopathology: a multi-institutional study in five Asian countries,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045011943&origin=inward
Innovative Educational Initiatives to Train Psychodynamic Psychiatrists in Underserved Areas of the World,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044852725&origin=inward
Extensively drug-resistant community-acquired Acinetobacter baumannii sequence type 2 in a dog with urinary tract infection in Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044845660&origin=inward
Techno-economic analysis of biodiesel production from palm oil with supercritical methanol at a low molar ratio,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044760937&origin=inward
"The role of conserved QXG and binding affinity of S23G & S26G receptors on avian H5, swine H1 and human H1 of influenza A virus hemagglutinin",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044748745&origin=inward
Gastrointestinal: Splenic abscesses-related gastrosplenic fistula: Unusual complication of melioidosis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044680617&origin=inward
Photocatalytic activity of Nitrogen and Silica doping on TiO2 nanocatalyst and grafted onto PMMA film,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044627024&origin=inward
Antimicrobial activity of a serine proteinase inhibitor SPIPm5 from the black tiger shrimp Penaeus monodon,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044615287&origin=inward
High prevalence of ceftriaxone resistance among invasive Salmonella enterica serotype Choleraesuis isolates in Thailand: The emergence and increase of CTX-M-55 in ciprofloxacin-resistant S. Choleraesuis isolates,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044607727&origin=inward
Solution processed blue-emitting and hole-transporting materials from truxene-carbazole-pyrene triads,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044585232&origin=inward
Effect of sodium thiosulfate on arterial stiffness in end-stage renal disease patients undergoing chronic hemodialysis (Sodium Thiosulfate-Hemodialysis Study): A Randomized Controlled Trial,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044504794&origin=inward
Use of Nd:YAG laser to recanalize occluded Cypass Micro-Stent in the early post-operative period,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044448248&origin=inward
"The effects of sex, skeletal age, and sagittal skeletal pattern on pharyngeal airway dimensions and related structures in growing Thai orthodontic patients",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044339553&origin=inward
A cross-continental comparison of assemblages of seed- and fruit-feeding insects in tropical rain forests: Faunal composition and rates of attack,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044334055&origin=inward
Tuning poly(p-phenylene) nano-size for enhancing electrical conductivity based on surfactant templates and doping,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044321988&origin=inward
"Nurses' turnover intention: The impact of leader-member exchange, organizational identification and job embeddedness",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044296837&origin=inward
"Toward non-toxic and simple recovery process of poly(3-hydroxybutyrate) using the green solvent 1,3-dioxolane",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044254113&origin=inward
Intravital endoscopic technology for real-time monitoring of inflammation caused in experimental periodontitis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044251346&origin=inward
Predictive Factors for Death After Snake Envenomation in Myanmar,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044160914&origin=inward
Revision of Dolabraulax Quicke (Hymenoptera: Braconidae) with the description of three new species from south India,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044151416&origin=inward
"A remarkable new genus of Braconini (Hymenoptera: Braconidae: Braconinae) from Papua New Guinea, reared from fallen fruit",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044149582&origin=inward
"New design equation for undrained pullout capacity of suction caissons considering combined effects of caisson aspect ratio, adhesion factor at interface, and linearly increasing strength",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044138050&origin=inward
"Correction to: Cypripedin, a phenanthrenequinone from Dendrobium densiflorum, sensitizes non-small cell lung cancer H460 cells to cisplatin-mediated apoptosis (Journal of Natural Medicines, (2018), 72, 2, (503-513), 10.1007/s11418-018-1176-z)",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043716036&origin=inward
Cinacalcet for treatment of chronic kidney disease-mineral and bone disorder: A meta-analysis of randomized controlled trials,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043683102&origin=inward
The measurement of drug-induced interferon γ-releasing cells and lymphocyte proliferation in severe cutaneous adverse reactions,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043522994&origin=inward
Incubation of Aquilaria subintegra with Microbial Culture Supernatants Enhances Production of Volatile Compounds and Improves Quality of Agarwood Oil,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043398399&origin=inward
Response: “Confounding and Adjustment Factors in the Effect of Intravenous Parecoxib on Shoulder Pain After Thoracotomy?”,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043324787&origin=inward
"Scientific Note: First record of the remarkable clearwing moth, Akaisphecia melanopuncta O. Gorbunov & Arita, 1995 (Sesiidae: Sesiinae: Osminiini), from Thailand, with comments on likely Batesian mimicry",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042845717&origin=inward
Electrochemical detection of c-reactive protein based on anthraquinone-labeled antibody using a screen-printed graphene electrode,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042707817&origin=inward
Design of a globally stable position estimator for surface permanent-magnet synchronous motors,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042617226&origin=inward
A bibenzyl from Dendrobium ellipsophyllum induces apoptosis in human lung cancer cells,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042598409&origin=inward
Occupational exposure to BTEX compounds among enclosed multi-storey car park workers in central Bangkok area,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042557361&origin=inward
New insights from Thailand into the maternal genetic history of Mainland Southeast Asia,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042553922&origin=inward
Complexometric and argentometric titrations using thread-based analytical devices,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042514755&origin=inward
Electrical conductivity response of methanol sensor based on conductive polyindole,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042192734&origin=inward
An 8-aminoquinoline derivative as a molecular platform for fluorescent sensors for Zn(II) and Cd(II) ions,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042184322&origin=inward
Preparation of sulfonated zeolite ZSM-5/sulfonated polysulfone composite membranes as PEM for direct methanol fuel cell application,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042183464&origin=inward
Systematizing Community-Based Disaster Risk Management (CBDRM): Case of urban flood-prone community in Thailand upstream area,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042168086&origin=inward
"Optimization of coconut protein deamidation using protein-glutaminase and its effect on solubility, emulsification, and foaming properties of the proteins",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042156578&origin=inward
Seroprevalence of brucellosis in goats and sheep in Thailand: Results from the Thai National Brucellosis Surveillance System from 2013 to 2015,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042153227&origin=inward
Goat milk: Non-invasive source for mammary epithelial cell isolation and in vitro culture,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042071379&origin=inward
"Corrosion of metal orthodontic brackets and archwires caused by fluoride-containing products: Cytotoxicity, metal ion release and surface roughness",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042023454&origin=inward
"The Synergy of Endotoxin and (1→3)-β-D-Glucan, from Gut Translocation, Worsens Sepsis Severity in a Lupus Model of Fc Gamma Receptor IIb-Deficient Mice",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041607504&origin=inward
Comparison of water-use characteristics of landscape tree (Tabebuia argentea) and palm (Ptychosperma macarthurii) species in a tropical roof garden with implications for urban water management,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041554101&origin=inward
The impact of wire caliber on ERCP outcomes: a multicenter randomized controlled trial of 0.025-inch and 0.035-inch guidewires,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041527766&origin=inward
"In vitro activities of carbapenems in combination with amikacin, colistin, or fosfomycin against carbapenem-resistant Acinetobacter baumannii clinical isolates",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041492378&origin=inward
Active packaging from chitosan-titanium dioxide nanocomposite film for prolonging storage life of tomato fruit,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041416325&origin=inward
Effects of turmeric extract on hemin-induced low-density lipoprotein oxidation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041238520&origin=inward
Acceptability of Self-Sample Human Papillomavirus Testing Among Thai Women Visiting a Colposcopy Clinic,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040090503&origin=inward
"Thai Norms for Name, Image, and Category Agreement, Object Familiarity, Visual Complexity, Manipulability, and Age of Acquisition for 480 Color Photographic Objects",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85037657830&origin=inward
Uncomplicated common bile duct stone removal guided by cholangioscopy versus conventional endoscopic retrograde cholangiopancreatography,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032821469&origin=inward
Long-term renal outcome in pediatric glomerulonephritis associated with crescent formation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032805319&origin=inward
Fabrication of Admicelled Natural Rubber by Polycaprolactone for Toughening Poly(lactic acid),https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030854232&origin=inward
Gain-of-function mutation in PTPN11 in histiocytic sarcomas of Bernese Mountain Dogs,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030231311&origin=inward
Morphological characteristics of the tongue and lingual papillae of the large bamboo rat (Rhizomys sumatrensis),https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029895683&origin=inward
Changes in Tryptophan Catabolite (TRYCAT) Pathway Patterning Are Associated with Mild Impairments in Declarative Memory in Schizophrenia and Deficits in Semantic and Episodic Memory Coupled with Increased False-Memory Creation in Deficit Schizophrenia,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029008371&origin=inward
Identification of Ethanol-inducible Genes and Isolation of the Myb-related Protein-like Promoter in Oryza sativa L,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028532339&origin=inward
The Putative Role of Environmental Mercury in the Pathogenesis and Pathophysiology of Autism Spectrum Disorders and Subtypes,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025451728&origin=inward
Lime powder treatment reduces urinary excretion of total protein and transferrin but increases uromodulin excretion in patients with urolithiasis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020232804&origin=inward
The benefit of punishment sensitivity on motor performance under pressure,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019954349&origin=inward
Protective Effects of Cell-Free Supernatant and Live Lactic Acid Bacteria Isolated from Thai Pigs Against a Pandemic Strain of Porcine Epidemic Diarrhea Virus,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018803498&origin=inward
Influence of Hydrogen on Catalytic Properties of Ziegler-Natta Catalysts Prepared by Different Methods in Ethylene Polymerization,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84989227519&origin=inward
Impact of Mixing Method on Rheological Instability for Binary Mixture of Linear Low-Density Polyethylene,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84988411027&origin=inward
Synchronization of spontaneous otoacoustic emissions in the tokay gecko,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048230209&origin=inward
Search for Heavy Neutral Leptons in Events with Three Charged Leptons in Proton-Proton Collisions at s =13 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047731035&origin=inward
Reforming of CO2-containing natural gas with steam in AC gliding arc discharge for hydrogen production,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047264998&origin=inward
Extension of specification language for soundness and completeness of service workflow,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041368622&origin=inward
Three-dimensional Frankfort horizontal plane for 3D cephalometry: A comparative assessment of conventional versus novel landmarks and horizontal planes,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047729577&origin=inward
Absolute oral bioavailability and disposition kinetics of puerarin in female rats,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047562504&origin=inward
Sanctis A–C: Three Racemic Procyanidin Analogues from The Lichen Parmotrema sancti-angelii,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047664317&origin=inward
Accuracy of axial length measurements obtained by optical biometry and acoustic biometry in rhegmatogenous retinal detachment: A prospective study,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047967153&origin=inward
Using a Distributed Roadside Unit for the Data Dissemination Protocol in VANET with the Named Data Architecture,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047618371&origin=inward
"Sorption characteristics of cadmium in a clay soil of Mae Ku creek, Tak Province, Thailand",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048442872&origin=inward
Preface,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048424485&origin=inward
Dust attenuation in 2 < z < 3 star-forming galaxies from deep ALMA observations of the Hubble Ultra Deep Field,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047996106&origin=inward
Revolutionizing Our Understanding of AGN Feedback and its Importance to Galaxy Evolution in the Era of the Next Generation Very Large Array,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048001205&origin=inward
Stability enhancement of mulberry-extracted anthocyanin using alginate/chitosan microencapsulation for food supplement application,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020670430&origin=inward
Bearing capacity of shallow foundations in clay with linear increase in strength and adhesion factor,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020265665&origin=inward
Search for the X (5568) State Decaying into Bs0 π± in Proton-Proton Collisions at s =8 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047817215&origin=inward
Exploring bedroom usability and accessibility in Parkinson'S disease (PD): The utility of a PD home safety questionnaire and implications for adaptations,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046998683&origin=inward
Measurement of Prompt D0 Meson Azimuthal Anisotropy in Pb-Pb Collisions at sNN =5.02 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047803040&origin=inward
Driver identification using histogram and neural network from acceleration data,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047745274&origin=inward
A study of vehicular desynchronization for platooning application,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047724032&origin=inward
Neuroprotective effect of a standardized extract of Centella asiatica ECa233 in rotenone-induced parkinsonism rats,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047167635&origin=inward
No neurocognitive advantage for immediate antiretroviral treatment in adults with greater than 500 CD4+ T-cell counts,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046750181&origin=inward
Analysis of cosmetic residues on a single human hair by ATR FT-IR microspectroscopy,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042563347&origin=inward
Effect of Bi2O3 on gamma ray shielding and structural properties of borosilicate glasses recycled from high pressure sodium lamp glass,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042381509&origin=inward
"Petrochemistry and zircon U-Pb geochronology of granitic rocks in the Wang Nam Khiao area, Nakhon Ratchasima, Thailand: Implications for petrogenesis and tectonic setting",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028502506&origin=inward
When art meets mall: impact on shopper responses,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049198533&origin=inward
Immediate effects of temporary bite-raising with light-cured orthodontic band cement on the electromyographic response of masticatory muscles,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047780112&origin=inward
Search for Narrow Resonances in the b -Tagged Dijet Mass Spectrum in Proton-Proton Collisions at s =8 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047383489&origin=inward
Reduction by enhanced coagulation of dissolved organic nitrogen as a precursor of N-nitrosodimethylamine,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041509936&origin=inward
Whole Mitochondrial Genomic and Y-Chromosomal Phylogenies of Burmese Long-Tailed Macaque (Macaca fascicularis aurea) Suggest Ancient Hybridization between fascicularis and sinica Species Groups,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047062813&origin=inward
High temperature multidimensional gas chromatographic approach for improved separation of triacylglycerols in olive oil,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044270896&origin=inward
Efficacy of district tuberculosis co-ordinating team on health service performance for suspected TB patient in district hospital,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074963866&origin=inward
To be in good health,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074961569&origin=inward
Influence of emotional regulation on successful aging among thai older adults,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063019957&origin=inward
"Architrypethelium murisporum (Ascomycota, Trypetheliaceae), a remarkable new lichen species from Thailand challenging ascospore septation as an indicator of phylogenetic relationships",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049614223&origin=inward
"A retrospective study of bovine tuberculosis at the municipal abattoir of Bauchi State, Northeastern Nigeria",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047089562&origin=inward
CAR T cell therapy for breast cancer: Harnessing the tumor milieu to drive T cell activation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046663629&origin=inward
Evidence for the Higgs boson decay to a bottom quark–antiquark pair,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044790152&origin=inward
Search for new long-lived particles at s=13 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044742741&origin=inward
Search for supersymmetry in events with one lepton and multiple jets exploiting the angular correlation between the lepton and the missing transverse momentum in proton–proton collisions at s=13TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044100623&origin=inward
Search for gauge-mediated supersymmetry in events with at least one photon and missing transverse momentum in pp collisions at √s=13TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043590372&origin=inward
Measurement of quarkonium production cross sections in pp collisions at s=13TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043473570&origin=inward
Development of highly reinforced maleated natural rubber nanocomposites based on sol–gel-derived nano alumina,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040746519&origin=inward
Does epinephrine influence post-surgical effluvium?,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054042373&origin=inward
Effect of Silica and Alumina Ratio on Bed Agglomeration during Fluidized Bed Gasification of Rice Straw,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048362261&origin=inward
A study of factors effecting Thailand talent mobility programme: Case of university and food technology industry,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048039137&origin=inward
The study of public organization's intention to use an open government data assessment application: Testing with an applicable TAM,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048038821&origin=inward
The study of the local community products (OTOP) website characteristics toward buyer decision using eye tracking,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048034863&origin=inward
Identification of heavy-flavour jets with the CMS detector in pp collisions at 13 TeV,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047881197&origin=inward
Hexabromoacetone: An efficient reagent for bromination of saturated hydrocarbons catalyzed by oxidovanadium(IV) picolinate complex,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042269926&origin=inward
Extranuclear signaling by sex steroid receptors and clinical implications in breast cancer,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034843220&origin=inward
A simple and low-cost portable paper-based ABO blood typing device for point-of-care testing,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049137359&origin=inward
Gasification of Furniture Waste Sawdust in a Cyclone Gasifier,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047767319&origin=inward
Promoting healthy foods in healthcare system in Thailand,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042906960&origin=inward
"Persistence of hepatitis B immune memory until 9–10 years of age following hepatitis B vaccination at birth and DTaP-IPV-HB-PRP∼T vaccination at 2, 4 and 6 months",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042214406&origin=inward
Continued versus interrupted aspirin use and bleeding risk after endoscopic submucosal dissection of gastric neoplasms: A meta-analysis,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046473436&origin=inward
Meta-analysis of GWAS on both Chinese and European populations identifies GPR173 as a novel X chromosome susceptibility gene for SLE,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046443732&origin=inward
Isolation of Chromium(VI) from Aqueous Solution by Electromembrane Extraction,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041096069&origin=inward
High dose oral Vitamin C and mesenchymal stem cells aid wound healing in a diabetic mouse model,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063884870&origin=inward
"Acute Retroviral Syndrome Is Associated with High Viral Burden, CD4 Depletion, and Immune Activation in Systemic and Tissue Compartments",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047085039&origin=inward
"Differences in Neuritogenic Activity and Signaling Activation of Madecassoside, Asiaticoside, and Their Aglycones in Neuro-2a cells",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046399767&origin=inward
"Structure of the heart wall and existence of the blood cells in the heart of the dog-faced water snake cerberus rynchops (Schneider, 1799)",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090526705&origin=inward
Histopathology of kidney and liver in the captive broodstock (Rastrelliger brachysoma) during its juvenile stage,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090522950&origin=inward
Interdisciplinary research agenda in education for national development,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089568477&origin=inward
The outcomes of cochlear implantation in Thailand: Audiologic performance and quality of life,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064192347&origin=inward
"Health effects of using mobile communication devices: A case study in senior citizens, Thailand",https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063567632&origin=inward
RNA sequencing of kidney distal tubule cells reveals multiple mediators of chronic aldosterone action,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061594328&origin=inward
Autism phenotype in fragile X premutation males is not associated with FMR1 expression: A preliminary evaluation,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057847743&origin=inward
Pertussis in thai adult and pediatric patients presenting with prolonged acute cough,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054855737&origin=inward
